task,phase,epoch,train_loss,train_accuracy,epoch_seconds
circle,1,1,0.5896,72.42,0.701
circle,1,2,0.46681,78.0,0.362
circle,1,3,0.07584,97.45,0.344
circle,1,4,0.06219,97.54,0.362
circle,1,5,0.04199,98.26,0.36
vertical,2,1,0.35157,91.38,0.344
vertical,2,2,0.03867,98.76,0.349
vertical,2,3,0.03523,98.71,0.347
vertical,2,4,0.02106,99.35,0.353
vertical,2,5,0.0122,99.7,0.367
xor_quadrant,3,1,0.99046,60.74,0.357
xor_quadrant,3,2,0.44558,76.2,0.365
xor_quadrant,3,3,0.11708,95.98,0.367
xor_quadrant,3,4,0.07903,97.36,0.355
xor_quadrant,3,5,0.06424,97.7,0.365
diagonal,4,1,0.3873,89.0,0.375
diagonal,4,2,0.05529,98.38,0.379
diagonal,4,3,0.04466,98.63,0.435
diagonal,4,4,0.03967,98.58,0.415
diagonal,4,5,0.03936,98.54,0.422
horizontal,5,1,0.16144,96.0,0.392
horizontal,5,2,0.02209,99.35,0.362
horizontal,5,3,0.01861,99.41,0.372
horizontal,5,4,0.02901,99.0,0.363
horizontal,5,5,0.02792,99.04,0.35
