task,phase,epoch,train_loss,train_accuracy,epoch_seconds
circle,1,1,0.52999,75.43,0.59
circle,1,2,0.14252,95.07,0.401
circle,1,3,0.08286,96.96,0.388
circle,1,4,0.05902,97.83,0.407
circle,1,5,0.04999,98.07,0.407
vertical,2,1,0.25227,93.91,0.377
vertical,2,2,0.02173,99.36,0.365
vertical,2,3,0.01605,99.61,0.365
vertical,2,4,0.01904,99.35,0.388
vertical,2,5,0.01389,99.58,0.352
xor_quadrant,3,1,0.90178,69.63,0.353
xor_quadrant,3,2,0.18799,95.07,0.478
xor_quadrant,3,3,0.08764,97.33,0.497
xor_quadrant,3,4,0.07039,97.55,0.471
xor_quadrant,3,5,0.05183,98.26,0.488
diagonal,4,1,0.31997,90.13,0.505
diagonal,4,2,0.03479,98.97,0.516
diagonal,4,3,0.03123,98.82,0.502
diagonal,4,4,0.03344,98.71,0.525
diagonal,4,5,0.02202,99.27,0.511
horizontal,5,1,0.23134,93.52,0.499
horizontal,5,2,0.0348,98.72,0.532
horizontal,5,3,0.02665,98.92,0.497
horizontal,5,4,0.02242,99.1,0.514
horizontal,5,5,0.01636,99.4,0.517
