,after_t1,after_t2,after_t3,after_t4,after_t5
circle,98.5,48.9,50.55,48.7,50.2
vertical,,99.6,50.35,74.9,49.3
xor_quadrant,,,98.45,47.8,49.9
diagonal,,,,98.95,75.15
horizontal,,,,,99.8
