task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.6553,69.79,1.605
horizontal,1,2,0.5973,79.42,1.303
horizontal,1,3,0.50482,86.11,1.263
horizontal,1,4,0.37203,90.95,1.236
horizontal,1,5,0.22503,95.09,1.28
vertical,2,1,0.9391,53.99,1.305
vertical,2,2,0.74502,56.09,1.341
vertical,2,3,0.6141,60.45,1.31
vertical,2,4,0.50177,72.08,1.317
vertical,2,5,0.39504,85.43,1.391
circle,3,1,0.79815,52.51,1.376
circle,3,2,0.63851,60.71,1.409
circle,3,3,0.57626,74.34,1.347
circle,3,4,0.54482,76.56,1.324
circle,3,5,0.52627,76.56,1.433
diagonal,4,1,0.56749,70.08,1.303
diagonal,4,2,0.38652,89.79,1.294
diagonal,4,3,0.27929,93.1,1.329
diagonal,4,4,0.2128,95.62,1.355
diagonal,4,5,0.16702,97.01,1.353
xor_quadrant,5,1,1.16109,59.84,1.597
xor_quadrant,5,2,0.80708,66.99,1.279
xor_quadrant,5,3,0.67147,67.42,1.328
xor_quadrant,5,4,0.62812,67.64,1.306
xor_quadrant,5,5,0.60314,68.9,1.314
