task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.69371,56.01,1.478
horizontal,1,2,0.60954,89.87,1.291
horizontal,1,3,0.48456,97.92,1.199
horizontal,1,4,0.3229,98.35,1.146
horizontal,1,5,0.18156,98.51,1.195
xor_quadrant,2,1,1.17507,49.43,1.294
xor_quadrant,2,2,0.94876,50.24,1.372
xor_quadrant,2,3,0.79383,52.32,1.329
xor_quadrant,2,4,0.70441,52.48,1.356
xor_quadrant,2,5,0.66063,50.46,1.276
circle,3,1,0.61135,60.95,1.326
circle,3,2,0.53222,75.46,1.299
circle,3,3,0.51268,76.1,1.28
circle,3,4,0.49912,76.1,1.314
circle,3,5,0.48521,76.1,1.317
diagonal,4,1,0.71704,51.5,1.433
diagonal,4,2,0.59841,78.85,1.383
diagonal,4,3,0.50337,87.79,1.307
diagonal,4,4,0.40749,90.46,1.337
diagonal,4,5,0.30545,93.53,1.576
vertical,5,1,0.46014,76.84,1.311
vertical,5,2,0.3089,88.65,1.389
vertical,5,3,0.21408,94.35,1.392
vertical,5,4,0.14927,96.93,1.618
vertical,5,5,0.10559,98.35,1.42
