task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.68177,61.0,1.481
horizontal,1,2,0.60764,92.16,1.351
horizontal,1,3,0.49039,95.36,1.398
horizontal,1,4,0.33495,97.44,1.305
horizontal,1,5,0.18537,99.07,1.393
vertical,2,1,1.16046,51.46,1.352
vertical,2,2,0.90389,54.49,1.391
vertical,2,3,0.7007,60.26,1.424
vertical,2,4,0.54172,70.59,1.358
vertical,2,5,0.41337,81.63,1.372
circle,3,1,0.84429,48.17,1.599
circle,3,2,0.70785,54.26,1.507
circle,3,3,0.63428,64.29,1.666
circle,3,4,0.58826,72.79,1.565
circle,3,5,0.55977,76.32,1.719
diagonal,4,1,0.5703,68.01,1.343
diagonal,4,2,0.43295,93.21,1.35
diagonal,4,3,0.33233,94.97,1.393
diagonal,4,4,0.25302,96.04,1.289
diagonal,4,5,0.19421,97.3,1.378
xor_quadrant,5,1,1.04912,59.86,1.594
xor_quadrant,5,2,0.80229,67.21,1.408
xor_quadrant,5,3,0.67327,68.53,1.253
xor_quadrant,5,4,0.61439,68.98,1.298
xor_quadrant,5,5,0.58704,69.9,1.268
