step,gov_loss,loss_new,loss_old,sparse_cost,ewc_cost,delta_cost,mask_mean,mask_std,mask_min,mask_max,frac_lt_0.1,frac_gt_0.9
1,1.2407556772232056,0.7885860204696655,0.5347631573677063,0.1467263549566269,1.2491778135299683,0.07429210096597672,0.4831,0.0045,0.4696,0.5013,0.0,0.0
50,1.1786776781082153,0.2876979410648346,0.2505938410758972,0.02819884568452835,0.4216979742050171,0.042378950864076614,0.2688,0.0129,0.2272,0.3207,0.0,0.0
100,1.25794517993927,0.6651473045349121,0.6820154190063477,8.354899182450026e-05,0.2140245884656906,0.0028554010204970837,0.0913,0.0127,0.0566,0.211,0.7425,0.0
150,1.1365165710449219,0.8122354745864868,0.6384949088096619,8.389462891500443e-05,0.15652203559875488,0.012227958999574184,0.0907,0.0194,0.0491,0.3463,0.7707,0.0
200,1.1719515323638916,1.1863980293273926,0.16833215951919556,0.00010820318129844964,0.20613795518875122,0.013856223784387112,0.0905,0.0419,0.0302,0.5314,0.7848,0.0
