task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.63466,84.78,1.455
vertical,1,2,0.56497,85.72,1.32
vertical,1,3,0.45664,89.45,1.266
vertical,1,4,0.31558,93.41,1.092
vertical,1,5,0.18647,96.87,1.118
circle,2,1,1.17863,48.89,1.374
circle,2,2,0.88151,49.24,1.423
circle,2,3,0.69522,51.84,1.315
circle,2,4,0.58179,66.48,1.317
circle,2,5,0.52883,76.56,1.306
horizontal,3,1,0.71855,61.53,1.228
horizontal,3,2,0.57925,78.86,1.255
horizontal,3,3,0.45933,89.61,1.265
horizontal,3,4,0.33239,95.95,1.363
horizontal,3,5,0.23668,98.58,1.346
diagonal,4,1,0.40233,79.22,1.335
diagonal,4,2,0.27018,87.67,1.368
diagonal,4,3,0.20015,92.1,1.34
diagonal,4,4,0.15058,95.7,1.266
diagonal,4,5,0.11145,97.96,1.255
xor_quadrant,5,1,1.56569,58.83,1.306
xor_quadrant,5,2,1.01374,66.26,1.304
xor_quadrant,5,3,0.74468,66.99,1.293
xor_quadrant,5,4,0.64187,67.14,1.367
xor_quadrant,5,5,0.60934,67.5,1.387
