task,phase,epoch,train_loss,train_accuracy,epoch_seconds
xor_quadrant,1,1,0.69221,49.23,1.624
xor_quadrant,1,2,0.69023,54.14,1.244
xor_quadrant,1,3,0.6868,57.35,1.211
xor_quadrant,1,4,0.67958,59.59,1.362
xor_quadrant,1,5,0.66371,57.52,1.291
vertical,2,1,0.58139,77.21,1.295
vertical,2,2,0.46114,86.03,1.285
vertical,2,3,0.3307,92.62,1.275
vertical,2,4,0.20244,97.01,1.275
vertical,2,5,0.11213,99.28,1.246
horizontal,3,1,1.30182,51.19,1.286
horizontal,3,2,0.86675,54.49,1.298
horizontal,3,3,0.63638,61.39,1.524
horizontal,3,4,0.46946,75.75,1.289
horizontal,3,5,0.31504,88.98,1.379
diagonal,4,1,0.29726,85.53,1.268
diagonal,4,2,0.20114,94.11,1.281
diagonal,4,3,0.14834,97.91,1.207
diagonal,4,4,0.11131,98.64,1.477
diagonal,4,5,0.08569,98.72,1.394
circle,5,1,1.59955,51.51,1.261
circle,5,2,1.02419,54.59,1.242
circle,5,3,0.75361,55.95,1.287
circle,5,4,0.63819,57.63,1.433
circle,5,5,0.58575,70.75,1.324
