,after_t1,after_t2,after_t3,after_t4,after_t5
xor_quadrant,67.0,49.35,49.3,49.0,50.5
vertical,,99.5,55.95,74.45,50.45
horizontal,,,93.45,75.05,50.85
diagonal,,,,98.5,49.5
circle,,,,,75.5
