task,initial_accuracy,best_accuracy,final_accuracy,forgetting
vertical,100.0,100.0,48.8,51.2
xor_quadrant,99.15,99.15,50.4,48.75
diagonal,98.65,98.65,74.65,24.0
circle,96.45,96.45,50.2,46.25
horizontal,99.3,99.3,99.3,0.0
