,after_t1,after_t2,after_t3,after_t4,after_t5
vertical,98.4,80.25,74.35,50.0,49.3
xor_quadrant,,58.15,49.65,50.8,50.3
diagonal,,,98.9,49.95,75.15
circle,,,,74.9,50.8
horizontal,,,,,99.3
