task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.74036,49.17,1.42
vertical,1,2,0.66232,70.79,1.07
vertical,1,3,0.5644,88.6,1.075
vertical,1,4,0.40814,93.6,1.135
vertical,1,5,0.23426,96.82,1.102
xor_quadrant,2,1,1.10734,49.01,1.152
xor_quadrant,2,2,0.89078,48.63,1.204
xor_quadrant,2,3,0.76847,49.41,1.29
xor_quadrant,2,4,0.6973,49.4,1.246
xor_quadrant,2,5,0.66143,53.98,1.143
diagonal,3,1,0.52523,86.02,1.276
diagonal,3,2,0.41281,90.19,1.178
diagonal,3,3,0.31655,92.87,1.168
diagonal,3,4,0.23002,95.57,1.148
diagonal,3,5,0.1588,97.96,1.172
circle,4,1,1.21598,51.95,1.237
circle,4,2,0.86945,53.79,1.225
circle,4,3,0.68363,55.75,1.198
circle,4,4,0.58814,65.84,1.25
circle,4,5,0.53922,75.27,1.206
horizontal,5,1,0.61751,57.62,1.178
horizontal,5,2,0.41975,85.11,1.18
horizontal,5,3,0.25885,95.72,1.195
horizontal,5,4,0.15283,98.61,1.255
horizontal,5,5,0.0935,99.14,1.213
