task,phase,epoch,train_loss,train_accuracy,epoch_seconds
xor_quadrant,1,1,0.6961,50.15,1.62
xor_quadrant,1,2,0.68253,56.37,1.306
xor_quadrant,1,3,0.66919,61.48,1.294
xor_quadrant,1,4,0.64574,67.52,1.26
xor_quadrant,1,5,0.60124,72.79,1.242
diagonal,2,1,0.61644,68.98,1.277
diagonal,2,2,0.4462,86.08,1.408
diagonal,2,3,0.31255,90.55,1.557
diagonal,2,4,0.21221,94.54,1.498
diagonal,2,5,0.13945,97.36,1.351
vertical,3,1,0.46523,80.55,1.335
vertical,3,2,0.23121,90.09,1.266
vertical,3,3,0.12789,95.45,1.285
vertical,3,4,0.0775,98.11,1.273
vertical,3,5,0.05338,99.05,1.26
circle,4,1,1.87566,49.81,1.303
circle,4,2,1.22281,49.97,1.342
circle,4,3,0.83005,50.61,1.372
circle,4,4,0.63413,61.17,1.345
circle,4,5,0.55093,75.15,1.353
horizontal,5,1,0.73135,55.26,1.301
horizontal,5,2,0.59801,77.21,1.335
horizontal,5,3,0.47901,86.13,1.271
horizontal,5,4,0.34828,92.93,1.397
horizontal,5,5,0.23004,96.48,1.305
