task,phase,epoch,train_loss,train_accuracy,epoch_seconds
circle,1,1,0.5896,72.42,0.624
circle,1,2,0.46681,78.0,0.426
circle,1,3,0.07584,97.45,0.405
circle,1,4,0.06219,97.54,0.418
circle,1,5,0.04199,98.26,0.409
vertical,2,1,0.35157,91.38,0.406
vertical,2,2,0.03867,98.76,0.41
vertical,2,3,0.03523,98.71,0.404
vertical,2,4,0.02106,99.35,0.373
vertical,2,5,0.0122,99.7,0.376
diagonal,3,1,0.34209,90.78,0.406
diagonal,3,2,0.05008,98.32,0.419
diagonal,3,3,0.03662,98.67,0.422
diagonal,3,4,0.03363,98.82,0.411
diagonal,3,5,0.04882,98.21,0.437
horizontal,4,1,0.1859,95.04,0.464
horizontal,4,2,0.02696,99.09,0.434
horizontal,4,3,0.02048,99.27,0.436
horizontal,4,4,0.02315,99.13,0.469
horizontal,4,5,0.0212,99.16,0.475
xor_quadrant,5,1,0.89176,63.72,0.459
xor_quadrant,5,2,0.23243,90.13,0.474
xor_quadrant,5,3,0.091,96.58,0.398
xor_quadrant,5,4,0.05747,97.86,0.382
xor_quadrant,5,5,0.06013,97.62,0.41
