task,initial_accuracy,best_accuracy,final_accuracy,forgetting
circle,98.8,98.8,49.65,49.15
vertical,98.75,98.75,49.75,49.0
diagonal,99.4,99.4,49.95,49.45
horizontal,99.5,99.5,50.65,48.85
xor_quadrant,98.55,98.55,98.55,0.0
