task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.62586,88.22,1.512
diagonal,1,2,0.53743,93.53,1.181
diagonal,1,3,0.41898,95.9,1.172
diagonal,1,4,0.29027,96.86,1.226
diagonal,1,5,0.19498,97.64,1.246
vertical,2,1,0.43569,79.38,1.281
vertical,2,2,0.27022,88.91,1.387
vertical,2,3,0.18033,93.11,1.295
vertical,2,4,0.1164,96.65,1.43
vertical,2,5,0.07111,98.68,1.288
xor_quadrant,3,1,1.63473,49.44,1.339
xor_quadrant,3,2,1.11802,49.23,1.31
xor_quadrant,3,3,0.85185,49.72,1.328
xor_quadrant,3,4,0.72874,50.67,1.32
xor_quadrant,3,5,0.68232,52.32,1.352
horizontal,4,1,0.68167,55.92,1.3
horizontal,4,2,0.61416,76.5,1.358
horizontal,4,3,0.51932,88.96,1.305
horizontal,4,4,0.40293,95.27,1.324
horizontal,4,5,0.2903,97.73,1.244
circle,5,1,0.82359,52.78,1.303
circle,5,2,0.59206,61.32,1.254
circle,5,3,0.51067,75.84,1.354
circle,5,4,0.4852,76.56,1.294
circle,5,5,0.46622,76.56,1.284
