task,initial_accuracy,best_accuracy,final_accuracy,forgetting
diagonal,98.05,98.05,49.5,48.55
vertical,99.15,99.15,50.45,48.7
xor_quadrant,52.8,52.8,50.5,2.3
horizontal,98.6,98.6,50.85,47.75
circle,75.5,75.5,75.5,0.0
