task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.70703,50.56,1.678
horizontal,1,2,0.67215,63.17,1.442
horizontal,1,3,0.62558,85.77,1.47
horizontal,1,4,0.56143,88.0,1.435
horizontal,1,5,0.473,90.61,1.396
vertical,2,1,0.64071,59.66,1.475
vertical,2,2,0.58974,64.24,1.456
vertical,2,3,0.53445,70.56,1.503
vertical,2,4,0.47144,78.48,1.488
vertical,2,5,0.40229,85.2,1.457
circle,3,1,0.82817,51.62,1.528
circle,3,2,0.71788,55.17,1.442
circle,3,3,0.65119,61.52,1.433
circle,3,4,0.61106,69.13,1.414
circle,3,5,0.5858,74.36,1.441
diagonal,4,1,0.60664,59.09,1.386
diagonal,4,2,0.49393,82.1,1.382
diagonal,4,3,0.42747,92.02,1.391
diagonal,4,4,0.36565,93.95,1.399
diagonal,4,5,0.3088,95.57,1.38
xor_quadrant,5,1,0.89102,58.81,1.371
xor_quadrant,5,2,0.79565,64.32,1.385
xor_quadrant,5,3,0.72835,65.54,1.386
xor_quadrant,5,4,0.68131,65.6,1.418
xor_quadrant,5,5,0.64906,65.97,1.496
