,after_t1,after_t2,after_t3,after_t4,after_t5
diagonal,99.05,75.25,80.85,74.55,54.75
vertical,,98.9,93.1,48.7,54.8
xor_quadrant,,,50.1,50.4,55.6
horizontal,,,,98.9,55.9
circle,,,,,70.1
