task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.75334,50.32,1.437
vertical,1,2,0.60934,71.05,1.116
vertical,1,3,0.48682,90.66,1.124
vertical,1,4,0.31634,95.8,1.11
vertical,1,5,0.18247,98.3,1.117
circle,2,1,1.17985,49.18,1.18
circle,2,2,0.88117,49.77,1.2
circle,2,3,0.72801,57.34,1.167
circle,2,4,0.64413,69.37,1.197
circle,2,5,0.59797,75.24,1.276
horizontal,3,1,0.71517,59.06,1.348
horizontal,3,2,0.60745,68.63,1.334
horizontal,3,3,0.51903,79.02,1.316
horizontal,3,4,0.38867,90.45,1.322
horizontal,3,5,0.25011,97.56,1.282
diagonal,4,1,0.4296,78.68,1.265
diagonal,4,2,0.28762,88.84,1.26
diagonal,4,3,0.20172,95.34,1.323
diagonal,4,4,0.1468,97.49,1.25
diagonal,4,5,0.10638,98.94,1.298
xor_quadrant,5,1,1.26669,58.83,1.284
xor_quadrant,5,2,0.80279,67.6,1.473
xor_quadrant,5,3,0.657,68.58,1.579
xor_quadrant,5,4,0.60943,69.15,1.59
xor_quadrant,5,5,0.58806,70.08,1.846
