task,initial_accuracy,best_accuracy,final_accuracy,forgetting
xor_quadrant,97.65,97.65,49.9,47.75
vertical,99.3,99.3,50.65,48.65
horizontal,99.7,99.7,51.15,48.55
diagonal,99.65,99.65,51.1,48.55
circle,98.8,98.8,98.8,0.0
