,after_t1,after_t2,after_t3,after_t4,after_t5
circle,74.9,49.0,72.0,51.55,50.05
vertical,,99.5,69.2,74.85,49.15
xor_quadrant,,,65.6,50.95,50.05
diagonal,,,,97.7,75.0
horizontal,,,,,99.75
