task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.76293,50.32,2.513
vertical,1,2,0.62413,63.89,1.487
vertical,1,3,0.51322,89.35,1.625
vertical,1,4,0.36002,95.71,1.654
vertical,1,5,0.2136,98.77,1.939
circle,2,1,1.12994,49.46,1.65
circle,2,2,0.89222,49.58,1.692
circle,2,3,0.74687,56.74,1.682
circle,2,4,0.66477,68.81,1.54
circle,2,5,0.6141,74.44,1.599
horizontal,3,1,0.74139,59.12,1.73
horizontal,3,2,0.60976,67.2,1.525
horizontal,3,3,0.52734,75.62,1.55
horizontal,3,4,0.42898,85.38,1.476
horizontal,3,5,0.32005,93.56,1.519
diagonal,4,1,0.38727,81.81,1.565
diagonal,4,2,0.30116,89.2,1.501
diagonal,4,3,0.23322,94.23,1.454
diagonal,4,4,0.18428,96.52,1.342
diagonal,4,5,0.14438,97.99,1.497
xor_quadrant,5,1,1.11161,60.9,1.5
xor_quadrant,5,2,0.83963,68.03,1.524
xor_quadrant,5,3,0.72232,68.8,1.423
xor_quadrant,5,4,0.65244,69.13,1.903
xor_quadrant,5,5,0.6125,69.64,1.461
