task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.64712,71.39,1.481
horizontal,1,2,0.57229,81.29,1.116
horizontal,1,3,0.45807,87.35,1.088
horizontal,1,4,0.30852,92.33,1.07
horizontal,1,5,0.1776,95.87,1.088
xor_quadrant,2,1,1.17365,51.0,1.134
xor_quadrant,2,2,0.90492,50.53,1.178
xor_quadrant,2,3,0.7625,48.95,1.231
xor_quadrant,2,4,0.69339,48.47,1.242
xor_quadrant,2,5,0.66136,48.93,1.216
circle,3,1,0.61427,64.71,1.226
circle,3,2,0.54983,76.4,1.225
circle,3,3,0.53565,76.56,1.222
circle,3,4,0.52442,76.56,1.255
circle,3,5,0.51151,76.56,1.224
diagonal,4,1,0.67801,59.91,1.199
diagonal,4,2,0.52689,77.46,1.177
diagonal,4,3,0.42441,84.02,1.306
diagonal,4,4,0.32981,88.88,1.16
diagonal,4,5,0.24659,92.3,1.233
vertical,5,1,0.43589,78.75,1.201
vertical,5,2,0.25199,90.84,1.296
vertical,5,3,0.1365,97.58,1.328
vertical,5,4,0.07816,99.03,1.358
vertical,5,5,0.05163,99.31,1.347
