task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.74772,50.06,1.529
diagonal,1,2,0.59547,74.63,1.113
diagonal,1,3,0.48235,96.9,1.206
diagonal,1,4,0.34546,97.82,1.127
diagonal,1,5,0.23356,98.94,1.223
horizontal,2,1,0.40417,80.45,1.316
horizontal,2,2,0.25755,88.69,1.7
horizontal,2,3,0.17242,93.72,1.355
horizontal,2,4,0.11579,96.39,1.545
horizontal,2,5,0.07924,98.43,1.3
vertical,3,1,1.51794,50.77,1.262
vertical,3,2,1.01112,52.96,1.218
vertical,3,3,0.73762,56.72,1.229
vertical,3,4,0.58318,64.47,1.331
vertical,3,5,0.46006,79.44,1.289
xor_quadrant,4,1,0.79971,57.44,1.262
xor_quadrant,4,2,0.69198,64.41,1.257
xor_quadrant,4,3,0.64604,67.47,1.307
xor_quadrant,4,4,0.6158,69.57,1.465
xor_quadrant,4,5,0.58318,71.24,1.381
circle,5,1,0.65961,62.14,1.213
circle,5,2,0.57901,71.29,1.244
circle,5,3,0.53881,75.66,1.202
circle,5,4,0.51787,75.66,1.216
circle,5,5,0.50102,75.66,1.189
