,after_t1,after_t2,after_t3,after_t4,after_t5
diagonal,98.95,76.25,87.35,78.35,50.1
horizontal,,99.65,63.25,73.95,50.8
vertical,,,86.25,75.75,48.9
xor_quadrant,,,,71.75,50.0
circle,,,,,77.4
