task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.74266,49.67,2.103
vertical,1,2,0.67081,69.5,1.217
vertical,1,3,0.5797,89.69,1.145
vertical,1,4,0.44136,94.21,1.17
vertical,1,5,0.27703,96.88,1.177
xor_quadrant,2,1,1.00895,49.57,1.235
xor_quadrant,2,2,0.87457,50.0,1.219
xor_quadrant,2,3,0.77782,51.4,1.235
xor_quadrant,2,4,0.7134,54.32,1.275
xor_quadrant,2,5,0.67494,56.82,1.275
diagonal,3,1,0.49692,88.57,1.263
diagonal,3,2,0.41005,90.76,1.25
diagonal,3,3,0.33135,93.22,1.271
diagonal,3,4,0.26005,95.05,1.278
diagonal,3,5,0.19926,96.71,1.278
circle,4,1,1.0883,53.52,1.28
circle,4,2,0.87233,55.29,1.311
circle,4,3,0.72551,55.76,1.28
circle,4,4,0.62774,59.43,1.182
circle,4,5,0.57006,69.37,1.305
horizontal,5,1,0.59678,64.74,1.199
horizontal,5,2,0.43215,84.09,1.275
horizontal,5,3,0.30138,93.09,1.278
horizontal,5,4,0.20273,97.25,1.341
horizontal,5,5,0.1412,98.63,1.381
