task,forgetting_phase1,forgetting_phase2,delta
vertical,49.05,49.3,0.25
xor_quadrant,51.0,9.15,-41.85
diagonal,48.75,23.0,-25.75
circle,50.65,21.3,-29.35
horizontal,0.0,0.0,0.0
