task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.64622,89.44,2.102
diagonal,1,2,0.60317,94.19,1.582
diagonal,1,3,0.54151,96.53,1.467
diagonal,1,4,0.46007,96.91,1.8
diagonal,1,5,0.36573,96.22,1.659
horizontal,2,1,0.3986,82.6,1.737
horizontal,2,2,0.3194,88.51,2.055
horizontal,2,3,0.24801,92.61,1.505
horizontal,2,4,0.18582,95.06,1.92
horizontal,2,5,0.13604,96.98,2.252
vertical,3,1,1.13601,52.95,2.252
vertical,3,2,0.95967,54.08,1.875
vertical,3,3,0.79891,56.07,1.844
vertical,3,4,0.65324,59.53,1.922
vertical,3,5,0.53903,67.2,1.717
xor_quadrant,4,1,0.83117,55.62,1.387
xor_quadrant,4,2,0.75431,60.66,1.379
xor_quadrant,4,3,0.70667,62.23,1.411
xor_quadrant,4,4,0.67755,63.26,1.469
xor_quadrant,4,5,0.65594,65.14,1.362
circle,5,1,0.66661,59.87,1.451
circle,5,2,0.57941,71.13,1.408
circle,5,3,0.55011,76.54,1.432
circle,5,4,0.53566,76.56,1.42
circle,5,5,0.52133,76.56,1.377
