task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.63723,85.88,2.384
vertical,1,2,0.57342,85.94,1.762
vertical,1,3,0.47764,89.6,1.62
vertical,1,4,0.34939,92.94,1.527
vertical,1,5,0.22017,96.38,1.418
circle,2,1,1.09667,48.77,1.539
circle,2,2,0.89187,49.27,1.474
circle,2,3,0.74516,49.85,1.541
circle,2,4,0.63192,55.52,1.486
circle,2,5,0.55795,71.47,1.675
horizontal,3,1,0.70176,64.54,1.841
horizontal,3,2,0.57499,78.22,1.659
horizontal,3,3,0.47869,88.3,1.789
horizontal,3,4,0.38103,94.37,1.638
horizontal,3,5,0.29701,97.15,1.748
diagonal,4,1,0.39389,80.53,1.508
diagonal,4,2,0.29032,87.31,1.518
diagonal,4,3,0.22884,90.59,1.56
diagonal,4,4,0.18644,93.09,1.518
diagonal,4,5,0.14924,94.91,1.655
xor_quadrant,5,1,1.37307,60.48,1.437
xor_quadrant,5,2,1.0329,67.32,1.484
xor_quadrant,5,3,0.84515,67.56,1.516
xor_quadrant,5,4,0.72091,67.41,1.332
xor_quadrant,5,5,0.65411,67.12,1.427
