,after_t1,after_t2,after_t3,after_t4,after_t5
horizontal,99.75,49.7,77.35,49.6,50.5
xor_quadrant,,95.45,46.3,49.05,49.15
diagonal,,,97.1,75.05,50.45
vertical,,,,99.5,50.6
circle,,,,,99.15
