task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.15101,95.75,0.554
horizontal,1,2,0.01846,99.48,0.381
horizontal,1,3,0.02339,99.14,0.373
horizontal,1,4,0.0168,99.48,0.363
horizontal,1,5,0.01447,99.46,0.407
xor_quadrant,2,1,0.78374,70.93,0.474
xor_quadrant,2,2,0.13239,96.82,0.372
xor_quadrant,2,3,0.08416,97.51,0.364
xor_quadrant,2,4,0.05962,97.98,0.353
xor_quadrant,2,5,0.05,98.29,0.346
diagonal,3,1,0.30344,89.41,0.372
diagonal,3,2,0.04862,98.33,0.381
diagonal,3,3,0.04436,98.57,0.367
diagonal,3,4,0.04757,98.35,0.359
diagonal,3,5,0.0334,98.81,0.38
vertical,4,1,0.18192,95.43,0.39
vertical,4,2,0.02033,99.28,0.387
vertical,4,3,0.01537,99.38,0.387
vertical,4,4,0.01573,99.4,0.421
vertical,4,5,0.01474,99.37,0.405
circle,5,1,0.71654,77.03,0.406
circle,5,2,0.14073,95.23,0.396
circle,5,3,0.06488,97.45,0.392
circle,5,4,0.05788,97.64,0.389
circle,5,5,0.04615,98.0,0.404
