task,phase,epoch,train_loss,train_accuracy,epoch_seconds
circle,1,1,0.54325,76.15,0.555
circle,1,2,0.14414,94.74,0.357
circle,1,3,0.06175,97.63,0.355
circle,1,4,0.04465,98.21,0.35
circle,1,5,0.05889,97.67,0.356
vertical,2,1,0.34103,91.79,0.371
vertical,2,2,0.03658,98.74,0.43
vertical,2,3,0.027,99.08,0.361
vertical,2,4,0.02362,99.12,0.363
vertical,2,5,0.02338,99.13,0.384
diagonal,3,1,0.21808,93.63,0.426
diagonal,3,2,0.03524,98.68,0.358
diagonal,3,3,0.03939,98.43,0.365
diagonal,3,4,0.036,98.48,0.35
diagonal,3,5,0.02286,99.17,0.353
horizontal,4,1,0.16271,96.48,0.349
horizontal,4,2,0.0311,99.08,0.347
horizontal,4,3,0.02034,99.33,0.349
horizontal,4,4,0.01251,99.56,0.351
horizontal,4,5,0.01767,99.33,0.358
xor_quadrant,5,1,0.95103,63.61,0.393
xor_quadrant,5,2,0.15993,95.65,0.447
xor_quadrant,5,3,0.0656,97.81,0.384
xor_quadrant,5,4,0.05176,98.2,0.409
xor_quadrant,5,5,0.04694,98.3,0.466
