task,phase,epoch,train_loss,train_accuracy,epoch_seconds
xor_quadrant,1,1,0.69221,49.23,1.527
xor_quadrant,1,2,0.69023,54.14,1.251
xor_quadrant,1,3,0.6868,57.35,1.312
xor_quadrant,1,4,0.67958,59.59,1.321
xor_quadrant,1,5,0.66371,57.52,1.502
diagonal,2,1,0.52138,88.05,1.524
diagonal,2,2,0.38247,93.51,1.47
diagonal,2,3,0.26999,95.27,1.479
diagonal,2,4,0.18926,96.56,1.462
diagonal,2,5,0.13543,97.67,1.346
vertical,3,1,0.47205,80.35,1.296
vertical,3,2,0.23994,89.99,1.303
vertical,3,3,0.12473,95.71,1.313
vertical,3,4,0.06917,98.73,1.39
vertical,3,5,0.04484,99.47,1.426
circle,4,1,1.87095,49.53,1.496
circle,4,2,1.17759,49.76,1.441
circle,4,3,0.79949,49.84,1.384
circle,4,4,0.60844,59.9,1.391
circle,4,5,0.52727,76.56,1.405
horizontal,5,1,0.7624,52.8,1.314
horizontal,5,2,0.61269,76.88,1.264
horizontal,5,3,0.48724,85.21,1.258
horizontal,5,4,0.35255,91.23,1.319
horizontal,5,5,0.22507,95.5,1.353
