,after_t1,after_t2,after_t3,after_t4,after_t5
xor_quadrant,69.3,49.4,50.35,49.3,67.85
vertical,,97.3,56.15,74.0,72.15
horizontal,,,93.05,75.2,72.75
diagonal,,,,98.15,76.7
circle,,,,,55.35
