task,phase,epoch,train_loss,train_accuracy,epoch_seconds
xor_quadrant,1,1,0.70621,50.07,1.74
xor_quadrant,1,2,0.68817,53.58,1.918
xor_quadrant,1,3,0.67977,60.58,1.337
xor_quadrant,1,4,0.66886,64.22,1.565
xor_quadrant,1,5,0.65198,67.19,1.384
vertical,2,1,0.71261,47.94,1.711
vertical,2,2,0.63939,75.78,1.567
vertical,2,3,0.56183,84.98,1.393
vertical,2,4,0.47653,92.31,1.372
vertical,2,5,0.38443,95.66,1.419
horizontal,3,1,0.72462,55.79,1.381
horizontal,3,2,0.62383,63.39,1.373
horizontal,3,3,0.5275,72.42,1.366
horizontal,3,4,0.43152,81.91,1.371
horizontal,3,5,0.33644,89.39,1.353
diagonal,4,1,0.32588,85.8,1.665
diagonal,4,2,0.2473,91.72,2.267
diagonal,4,3,0.19096,96.23,2.242
diagonal,4,4,0.1495,97.53,1.395
diagonal,4,5,0.11803,97.76,1.647
circle,5,1,1.40343,51.91,1.551
circle,5,2,1.2167,54.03,2.135
circle,5,3,1.05848,55.51,2.276
circle,5,4,0.91499,56.33,1.362
circle,5,5,0.78849,56.58,1.37
