task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.82375,49.81,1.774
horizontal,1,2,0.69642,49.88,1.366
horizontal,1,3,0.60502,76.34,1.392
horizontal,1,4,0.52404,90.29,1.439
horizontal,1,5,0.41561,93.78,1.47
vertical,2,1,0.71465,55.38,1.463
vertical,2,2,0.64842,59.36,1.48
vertical,2,3,0.58303,64.75,1.523
vertical,2,4,0.5088,73.57,1.449
vertical,2,5,0.42724,82.08,1.408
circle,3,1,0.81836,53.57,1.405
circle,3,2,0.6958,57.26,1.523
circle,3,3,0.63645,65.11,1.491
circle,3,4,0.60223,70.58,1.558
circle,3,5,0.58082,74.17,1.642
diagonal,4,1,0.6138,60.46,1.717
diagonal,4,2,0.4907,85.86,1.58
diagonal,4,3,0.42298,92.86,1.664
diagonal,4,4,0.36184,94.08,1.565
diagonal,4,5,0.30409,95.18,1.531
xor_quadrant,5,1,0.83093,61.02,1.452
xor_quadrant,5,2,0.74478,66.94,1.486
xor_quadrant,5,3,0.69072,67.7,1.553
xor_quadrant,5,4,0.65305,66.94,1.548
xor_quadrant,5,5,0.62751,67.87,1.519
