task,phase,epoch,train_loss,train_accuracy,epoch_seconds
circle,1,1,0.73867,40.29,1.452
circle,1,2,0.58957,76.08,1.28
circle,1,3,0.55343,76.1,1.31
circle,1,4,0.54756,76.1,1.369
circle,1,5,0.54235,76.1,1.397
vertical,2,1,0.7867,50.33,1.296
vertical,2,2,0.66642,57.51,1.358
vertical,2,3,0.57171,88.55,1.295
vertical,2,4,0.43913,96.01,1.178
vertical,2,5,0.27581,98.46,1.216
diagonal,3,1,0.44341,78.09,1.184
diagonal,3,2,0.31824,85.36,1.234
diagonal,3,3,0.22314,93.15,1.291
diagonal,3,4,0.15875,97.46,1.244
diagonal,3,5,0.11124,98.99,1.354
horizontal,4,1,0.54974,79.42,1.273
horizontal,4,2,0.29157,87.81,1.312
horizontal,4,3,0.16222,93.66,1.36
horizontal,4,4,0.09248,97.6,1.254
horizontal,4,5,0.05783,99.24,1.238
xor_quadrant,5,1,1.64948,49.64,1.229
xor_quadrant,5,2,1.04316,49.88,1.283
xor_quadrant,5,3,0.77783,50.75,1.252
xor_quadrant,5,4,0.67766,54.06,1.39
xor_quadrant,5,5,0.63207,59.2,1.352
