task,initial_accuracy,best_accuracy,final_accuracy,forgetting
circle,74.9,74.9,49.75,25.15
vertical,99.5,99.5,36.85,62.65
diagonal,99.2,99.2,58.9,40.3
horizontal,99.45,99.45,76.85,22.6
xor_quadrant,62.35,62.35,62.35,0.0
