task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.62953,89.44,1.607
diagonal,1,2,0.55173,94.02,1.286
diagonal,1,3,0.44924,96.88,1.183
diagonal,1,4,0.3347,97.03,1.428
diagonal,1,5,0.2365,97.15,1.335
vertical,2,1,0.42423,79.14,1.441
vertical,2,2,0.29398,87.92,1.334
vertical,2,3,0.20735,92.87,1.268
vertical,2,4,0.14486,95.99,1.208
vertical,2,5,0.09917,98.19,1.374
xor_quadrant,3,1,1.46084,49.84,1.775
xor_quadrant,3,2,1.14846,48.87,1.509
xor_quadrant,3,3,0.94796,48.96,1.73
xor_quadrant,3,4,0.81039,49.23,1.627
xor_quadrant,3,5,0.72477,49.16,1.338
horizontal,4,1,0.65501,54.42,1.501
horizontal,4,2,0.55334,76.27,1.407
horizontal,4,3,0.44642,90.58,1.567
horizontal,4,4,0.35352,96.03,1.323
horizontal,4,5,0.28072,97.88,1.237
circle,5,1,0.85306,53.34,1.577
circle,5,2,0.64251,58.67,1.307
circle,5,3,0.53527,60.03,1.299
circle,5,4,0.49161,72.61,1.323
circle,5,5,0.46863,76.56,1.322
