task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.75088,50.06,1.854
diagonal,1,2,0.6122,65.06,1.603
diagonal,1,3,0.5161,93.07,1.205
diagonal,1,4,0.40393,97.51,1.155
diagonal,1,5,0.28823,98.69,1.514
vertical,2,1,0.39505,80.98,1.516
vertical,2,2,0.2642,89.51,1.599
vertical,2,3,0.17394,94.66,1.41
vertical,2,4,0.11477,98.06,1.24
vertical,2,5,0.08186,99.66,1.311
xor_quadrant,3,1,1.52197,49.89,1.436
xor_quadrant,3,2,1.20524,50.87,1.37
xor_quadrant,3,3,0.9869,53.36,1.242
xor_quadrant,3,4,0.82559,57.09,1.267
xor_quadrant,3,5,0.71483,63.1,1.287
horizontal,4,1,0.56288,69.38,1.327
horizontal,4,2,0.46857,78.34,1.311
horizontal,4,3,0.36304,87.63,1.33
horizontal,4,4,0.25987,94.12,1.407
horizontal,4,5,0.17868,97.94,1.34
circle,5,1,1.10035,50.41,1.327
circle,5,2,0.85151,52.14,1.344
circle,5,3,0.7002,56.12,1.281
circle,5,4,0.61216,60.62,1.306
circle,5,5,0.56064,68.62,1.284
