,after_t1,after_t2,after_t3,after_t4,after_t5
diagonal,99.05,73.9,79.7,76.1,52.6
vertical,,99.8,78.0,50.2,51.4
xor_quadrant,,,66.2,51.3,52.5
horizontal,,,,99.3,53.3
circle,,,,,74.9
