task,initial_accuracy,best_accuracy,final_accuracy,forgetting
horizontal,99.4,99.4,51.1,48.3
xor_quadrant,54.45,54.45,50.8,3.65
diagonal,98.55,98.55,49.95,48.6
vertical,99.55,99.55,50.0,49.55
circle,74.9,74.9,74.9,0.0
