task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.64953,87.05,2.128
vertical,1,2,0.6151,86.44,1.438
vertical,1,3,0.56227,88.48,1.281
vertical,1,4,0.48383,90.95,1.349
vertical,1,5,0.38186,93.46,1.612
circle,2,1,0.82452,49.08,1.445
circle,2,2,0.72726,50.48,1.452
circle,2,3,0.66322,56.05,1.929
circle,2,4,0.61606,67.6,2.524
circle,2,5,0.58098,75.76,2.229
horizontal,3,1,0.73065,56.12,1.528
horizontal,3,2,0.63636,65.76,2.096
horizontal,3,3,0.57129,74.25,1.86
horizontal,3,4,0.49523,84.34,1.649
horizontal,3,5,0.41141,91.39,1.491
diagonal,4,1,0.38404,84.84,1.767
diagonal,4,2,0.30661,90.53,1.587
diagonal,4,3,0.25243,92.94,1.799
diagonal,4,4,0.21128,94.6,1.593
diagonal,4,5,0.17536,95.85,1.479
xor_quadrant,5,1,1.19804,60.35,2.366
xor_quadrant,5,2,1.0044,67.33,1.854
xor_quadrant,5,3,0.89609,67.93,1.612
xor_quadrant,5,4,0.79812,67.87,1.465
xor_quadrant,5,5,0.7174,67.77,1.537
