task,phase,epoch,train_loss,train_accuracy,epoch_seconds
circle,1,1,0.62181,73.52,2.061
circle,1,2,0.55923,76.56,1.536
circle,1,3,0.54934,76.56,1.272
circle,1,4,0.54634,76.56,1.119
circle,1,5,0.54436,76.56,1.147
vertical,2,1,0.76423,49.77,1.176
vertical,2,2,0.66729,54.08,1.364
vertical,2,3,0.61301,91.81,1.325
vertical,2,4,0.54898,94.92,1.513
vertical,2,5,0.46359,95.92,1.449
diagonal,3,1,0.45689,81.09,1.514
diagonal,3,2,0.37237,86.84,1.628
diagonal,3,3,0.29578,93.39,1.379
diagonal,3,4,0.23298,98.06,1.561
diagonal,3,5,0.1863,98.81,1.607
horizontal,4,1,0.40845,80.94,1.222
horizontal,4,2,0.25331,89.13,1.231
horizontal,4,3,0.16336,93.89,1.246
horizontal,4,4,0.10722,96.39,1.253
horizontal,4,5,0.07359,97.93,1.34
xor_quadrant,5,1,1.64302,50.66,1.32
xor_quadrant,5,2,1.2511,51.37,1.327
xor_quadrant,5,3,1.00836,51.91,1.586
xor_quadrant,5,4,0.85072,52.31,1.363
xor_quadrant,5,5,0.75227,53.45,1.481
