task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.75088,50.06,1.763
diagonal,1,2,0.6122,65.06,1.607
diagonal,1,3,0.5161,93.07,1.402
diagonal,1,4,0.40393,97.51,1.449
diagonal,1,5,0.28823,98.69,1.528
horizontal,2,1,0.40368,80.31,1.627
horizontal,2,2,0.28034,88.38,1.633
horizontal,2,3,0.19951,93.06,1.634
horizontal,2,4,0.13901,96.44,1.457
horizontal,2,5,0.0981,98.64,1.429
vertical,3,1,1.39732,50.82,1.431
vertical,3,2,1.06753,53.17,1.269
vertical,3,3,0.83118,56.64,1.262
vertical,3,4,0.63717,63.26,1.4
vertical,3,5,0.47099,75.69,1.353
xor_quadrant,4,1,0.82911,58.13,1.309
xor_quadrant,4,2,0.71793,65.5,1.288
xor_quadrant,4,3,0.66081,67.07,1.284
xor_quadrant,4,4,0.63066,67.96,1.271
xor_quadrant,4,5,0.6074,68.99,1.317
circle,5,1,0.67171,61.99,1.49
circle,5,2,0.57648,73.48,1.581
circle,5,3,0.55174,75.66,1.442
circle,5,4,0.54058,75.66,1.415
circle,5,5,0.52992,75.66,1.567
