,after_t1,after_t2,after_t3,after_t4,after_t5
circle,99.05,50.7,48.85,49.65,50.05
vertical,,98.75,48.5,76.3,49.5
xor_quadrant,,,98.55,49.35,49.55
diagonal,,,,98.45,74.55
horizontal,,,,,99.8
