task,phase,epoch,train_loss,train_accuracy,epoch_seconds
circle,1,1,0.54325,76.15,0.776
circle,1,2,0.14414,94.74,0.372
circle,1,3,0.06175,97.63,0.35
circle,1,4,0.04465,98.21,0.356
circle,1,5,0.05889,97.67,0.359
vertical,2,1,0.34103,91.79,0.355
vertical,2,2,0.03658,98.74,0.353
vertical,2,3,0.027,99.08,0.353
vertical,2,4,0.02362,99.12,0.35
vertical,2,5,0.02338,99.13,0.361
xor_quadrant,3,1,0.90812,66.03,0.356
xor_quadrant,3,2,0.09612,97.41,0.349
xor_quadrant,3,3,0.0828,96.96,0.375
xor_quadrant,3,4,0.04815,98.28,0.367
xor_quadrant,3,5,0.05169,98.03,0.391
diagonal,4,1,0.41858,85.27,0.367
diagonal,4,2,0.07473,97.24,0.396
diagonal,4,3,0.03491,98.88,0.402
diagonal,4,4,0.02634,99.09,0.372
diagonal,4,5,0.05395,98.08,0.348
horizontal,5,1,0.1797,96.05,0.385
horizontal,5,2,0.01861,99.49,0.384
horizontal,5,3,0.01567,99.52,0.401
horizontal,5,4,0.01356,99.61,0.396
horizontal,5,5,0.01859,99.33,0.399
