task,phase,epoch,train_loss,train_accuracy,epoch_seconds
xor_quadrant,1,1,0.5752,66.25,0.585
xor_quadrant,1,2,0.15044,95.96,0.367
xor_quadrant,1,3,0.06897,97.52,0.353
xor_quadrant,1,4,0.06169,97.6,0.355
xor_quadrant,1,5,0.0477,98.05,0.364
diagonal,2,1,0.3767,88.21,0.375
diagonal,2,2,0.06586,98.04,0.375
diagonal,2,3,0.03942,98.81,0.378
diagonal,2,4,0.04563,98.43,0.379
diagonal,2,5,0.03377,98.67,0.379
vertical,3,1,0.18415,94.73,0.385
vertical,3,2,0.02244,99.38,0.366
vertical,3,3,0.01938,99.3,0.368
vertical,3,4,0.01739,99.37,0.363
vertical,3,5,0.01777,99.31,0.398
circle,4,1,0.75931,73.05,0.379
circle,4,2,0.21785,91.7,0.384
circle,4,3,0.11389,95.86,0.405
circle,4,4,0.07247,97.53,0.403
circle,4,5,0.04518,98.29,0.378
horizontal,5,1,0.28832,93.39,0.371
horizontal,5,2,0.03176,98.97,0.366
horizontal,5,3,0.0267,98.92,0.379
horizontal,5,4,0.02334,99.1,0.362
horizontal,5,5,0.02205,99.13,0.368
