,after_t1,after_t2,after_t3,after_t4,after_t5
horizontal,99.75,49.7,51.55,74.55,49.4
xor_quadrant,,95.45,49.2,48.4,49.15
circle,,,97.4,50.0,50.45
diagonal,,,,99.7,74.85
vertical,,,,,99.5
