task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.15101,95.75,0.573
horizontal,1,2,0.01846,99.48,0.391
horizontal,1,3,0.02339,99.14,0.382
horizontal,1,4,0.0168,99.48,0.374
horizontal,1,5,0.01447,99.46,0.373
xor_quadrant,2,1,0.78374,70.93,0.35
xor_quadrant,2,2,0.13239,96.82,0.346
xor_quadrant,2,3,0.08416,97.51,0.357
xor_quadrant,2,4,0.05962,97.98,0.349
xor_quadrant,2,5,0.05,98.29,0.373
circle,3,1,0.49294,85.12,0.358
circle,3,2,0.08586,97.1,0.513
circle,3,3,0.05887,97.81,0.471
circle,3,4,0.06082,97.52,0.459
circle,3,5,0.04475,98.32,0.462
diagonal,4,1,0.26853,92.67,0.46
diagonal,4,2,0.04052,98.39,0.46
diagonal,4,3,0.03661,98.58,0.466
diagonal,4,4,0.02062,99.24,0.453
diagonal,4,5,0.03602,98.67,0.446
vertical,5,1,0.17012,95.58,0.439
vertical,5,2,0.03002,99.04,0.456
vertical,5,3,0.02979,98.81,0.46
vertical,5,4,0.01512,99.42,0.439
vertical,5,5,0.01585,99.45,0.449
