step,gov_loss,loss_new,loss_old,sparse_cost,ewc_cost,delta_cost,phase_scale,mask_mean,mask_std,mask_min,mask_max,frac_lt_0.1,frac_gt_0.9
1,2.0034067630767822,0.6854689121246338,0.5403527021408081,0.04291066899895668,0.803403377532959,1.8482064008712769,131.66666666666666,0.5072,0.0021,0.5025,0.5163,0.0,0.0
50,1.8781633377075195,1.5136728286743164,0.37906700372695923,0.0006060590967535973,0.4267968535423279,1.1323919296264648,131.66666666666666,0.3244,0.0081,0.2372,0.3715,0.0,0.0
100,1.3364697694778442,0.8582090139389038,0.704017162322998,0.07723916321992874,0.010466180741786957,0.060766227543354034,131.66666666666666,0.0222,0.0076,0.0023,0.0733,1.0,0.0
150,1.1460399627685547,0.6308009624481201,0.0,0.07854225486516953,0.0,0.03703984245657921,131.66666666666666,0.0202,0.0057,0.0002,0.1135,0.9999,0.0
200,1.3252054452896118,0.6362357139587402,0.0,0.07793398201465607,0.0,0.04596298560500145,131.66666666666666,0.021,0.0062,0.0002,0.1584,0.9994,0.0
250,1.2331794500350952,0.7208655476570129,0.0,0.07909569889307022,0.0,0.028951376676559448,131.66666666666666,0.0184,0.0061,0.0002,0.1899,0.9986,0.0
300,1.1511847972869873,0.9636574983596802,0.31185978651046753,0.08226097375154495,0.00036681629717350006,0.006396506447345018,131.66666666666666,0.0125,0.0063,0.0005,0.1641,0.9989,0.0
350,1.3047301769256592,0.7595429420471191,0.0,0.07826350629329681,0.0,0.04103335738182068,131.66666666666666,0.0195,0.0096,0.0002,0.3201,0.9981,0.0
