task,initial_accuracy,best_accuracy,final_accuracy,forgetting
diagonal,99.3,99.3,49.95,49.35
vertical,99.3,99.3,50.0,49.3
xor_quadrant,65.95,65.95,50.8,15.15
horizontal,99.25,99.25,51.1,48.15
circle,74.9,74.9,74.9,0.0
