task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.69135,57.08,1.534
horizontal,1,2,0.63672,69.68,1.183
horizontal,1,3,0.55919,78.69,1.185
horizontal,1,4,0.42576,86.7,1.131
horizontal,1,5,0.25832,92.99,1.152
vertical,2,1,0.90595,54.88,1.276
vertical,2,2,0.72848,57.41,1.336
vertical,2,3,0.60248,63.14,1.23
vertical,2,4,0.49279,72.84,1.253
vertical,2,5,0.37703,84.14,1.244
circle,3,1,0.87412,51.29,1.221
circle,3,2,0.68201,59.14,1.212
circle,3,3,0.6081,70.08,1.281
circle,3,4,0.57412,75.91,1.306
circle,3,5,0.55773,76.25,1.181
diagonal,4,1,0.61517,66.27,1.188
diagonal,4,2,0.48345,89.76,1.161
diagonal,4,3,0.37776,91.75,1.204
diagonal,4,4,0.27936,94.28,1.142
diagonal,4,5,0.20157,97.22,1.244
xor_quadrant,5,1,1.0866,59.48,1.158
xor_quadrant,5,2,0.78821,67.04,1.221
xor_quadrant,5,3,0.67827,67.52,1.198
xor_quadrant,5,4,0.64146,67.65,1.315
xor_quadrant,5,5,0.61814,68.7,1.227
