task,phase,epoch,train_loss,train_accuracy,epoch_seconds
xor_quadrant,1,1,0.69902,50.18,1.844
xor_quadrant,1,2,0.68368,55.84,1.578
xor_quadrant,1,3,0.67027,65.22,1.494
xor_quadrant,1,4,0.64836,66.5,1.251
xor_quadrant,1,5,0.61082,71.13,1.203
diagonal,2,1,0.62433,69.14,1.371
diagonal,2,2,0.48877,85.25,1.405
diagonal,2,3,0.36998,89.62,1.392
diagonal,2,4,0.27181,93.04,1.417
diagonal,2,5,0.19487,96.02,1.244
vertical,3,1,0.431,79.7,1.364
vertical,3,2,0.27023,88.76,1.452
vertical,3,3,0.178,93.89,1.528
vertical,3,4,0.11506,96.96,1.506
vertical,3,5,0.07764,98.52,1.398
circle,4,1,1.60824,50.07,1.403
circle,4,2,1.20252,50.36,1.383
circle,4,3,0.92555,50.87,1.372
circle,4,4,0.73346,55.42,1.353
circle,4,5,0.61001,65.04,1.382
horizontal,5,1,0.7324,65.2,1.521
horizontal,5,2,0.57836,75.02,1.389
horizontal,5,3,0.47602,85.89,1.338
horizontal,5,4,0.38339,92.81,1.304
horizontal,5,5,0.30743,95.62,1.329
